user_id,name,age,circle,connection_type,tenure_months,arpu,daily_data_usage_gb,daily_call_minutes,night_usage_ratio,sms_count,preferred_plan_type,current_plan,ott_subscription,ott_usage,monthly_ott_spend,family_plan_members,international_roaming_freq,caller_tune_subscribed,responsiveness_to_offers,user_segment,is_student,last_recharge_date,last_recharge_amount,cluster
10853,Ria Uppal,35,Bangalore,Postpaid,8,133,0.48488001482029336,60.609732170072604,0.3154254429149159,6,SuperHero,Vi SuperHero 999,None,0,32,3,0.042888145479498804,0,2,Low Value Customer,0,2025-08-18,199,0
10854,Ranbir Sandal,38,Mumbai,Postpaid,11,222,0.452075450602524,50.4691492712204,0.3865910307331818,15,SuperHero,Vi SuperHero 999,None,0,100,1,0.061561959605522965,0,1,Low Value Customer,0,2025-08-28,199,0
10855,Tanmayi Nazareth,55,Hyderabad,Prepaid,76,299,0.5523594225033454,1.0379109536691153,0.12025559815300944,20,OTT Combo,Vi NonStop Hero 299,Netflix,0,226,3,0.005117390760049786,0,1,Low Value Customer,0,2025-08-26,299,0
10856,Widisha Deep,39,Kolkata,Postpaid,34,1188,2.554816985468409,6.337730100289296,0.21389971903329966,17,SuperHero,Vi NonStop Hero 499,None,1,263,4,0.030304784221217226,0,1,Occasional User,0,2025-09-12,299,1
10857,Saanvi Raghavan,49,Chennai,Prepaid,23,163,3.699073488427215,48.20431873868042,0.26058368366777224,2,Data Pack,Vi Hero 499,JioHotstar,1,339,3,0.020242625707716906,0,2,OTT Subscriber,0,2025-08-29,299,0
10858,Gunbir Barad,30,Bangalore,Postpaid,41,372,0.1,18.37310134497485,0.4311116916368805,16,Data Pack,Vi SuperHero 499,None,1,256,1,0.09566874254713169,0,0,OTT Subscriber,0,2025-09-05,299,0
10859,Benjamin Chakraborty,30,Bangalore,Prepaid,42,961,0.8468446244228497,0.0,0.11774345485538892,16,Data Pack,Vi Hero 999,SonyLIV,0,80,2,0.2574871711206517,0,1,Data-Heavy User,0,2025-08-31,449,1
10860,Watika Tak,41,Kolkata,Postpaid,58,446,2.448911174679035,29.44924818707649,0.01802217303548483,9,Data Pack,Vi Hero 698,SonyLIV,1,471,0,0.18645857503171842,1,1,OTT Subscriber,0,2025-09-14,698,0
10861,Yashoda Babu,40,Pune,Postpaid,3,1472,1.3636894059576423,30.0,0.2684285910683654,6,SuperHero,Vi Hero 499,Netflix,0,233,2,0.35943200476164433,0,1,Business User,0,2025-08-21,698,2
10862,Baljiwan Mitra,38,Bangalore,Postpaid,110,1292,1.4978054893870796,33.49955240803384,0.6179941176922178,8,Unlimited 5G,Vi SuperHero 399,Amazon Prime,0,110,2,0.09543223677874732,1,2,Night User,0,2025-08-28,749,1
10863,Ansh Johal,20,Kolkata,Postpaid,8,948,1.1235255323281828,23.508689792632637,0.5010996535265029,3,Unlimited 5G,Vi Hero 499,Netflix,1,127,4,0.06707506780168815,0,1,Data-Heavy User,1,2025-09-12,749,1
10864,Dalbir Desai,26,Pune,Prepaid,112,301,4.149598383997161,46.33533914444624,0.18275711382614218,4,OTT Combo,Vi NonStop Hero 999,Amazon Prime,1,211,4,0.4483617482955537,0,0,Business User,0,2025-09-05,999,2
10865,Amara Nadkarni,66,Delhi,Prepaid,112,683,1.8601811414834102,37.78673460097512,0.26430404283324427,10,NonStop Hero,Vi NonStop Hero 399,Amazon Prime,1,11,2,0.4089249148998677,0,1,Business User,0,2025-09-04,499,2
10866,Pranav Kara,30,Delhi,Prepaid,83,680,2.0393202191367146,53.025645993274836,0.21319622607435587,13,Data Pack,Vi NonStop Hero 698,JioHotstar,1,11,4,0.057537539559048945,0,2,Data-Heavy User,0,2025-09-04,199,1
10867,Hemani Virk,54,Pune,Postpaid,37,1169,2.591009339662625,7.687899521684898,0.22285386991052658,18,NonStop Hero,Vi Hero 299,JioHotstar,0,258,4,0.10214071352793139,0,2,High Value Customer,0,2025-08-22,249,1
10868,Gautam Lanka,52,Bangalore,Prepaid,97,219,0.3771978274344127,0.0,0.22184785400410018,2,Data Pack,Vi NonStop Hero 698,SonyLIV,0,293,1,0.30105369732972254,0,0,Low Value Customer,0,2025-09-10,499,0
10869,Nirja Sastry,47,Chennai,Postpaid,1,1230,0.23266611697549622,0.0,0.5,19,Data Pack,Vi SuperHero 299,Amazon Prime,1,10,2,0.011107405459963759,0,1,Night User,0,2025-08-19,399,1
10870,Ekansh Rana,55,Pune,Postpaid,115,818,0.8391778481809925,29.541094395156577,0.12532627545349187,18,SuperHero,Vi SuperHero 399,Amazon Prime,1,102,2,0.007498193870245571,0,0,Family Plan User,0,2025-08-29,199,0
10871,Janya Kade,67,Pune,Postpaid,119,183,0.8406861756474429,56.44502518854796,0.21626978693301843,7,SuperHero,Vi SuperHero 499,Amazon Prime,1,35,3,0.10993677378027573,1,0,Low Value Customer,0,2025-08-17,399,0
10872,Akshay Sahota,67,Chennai,Prepaid,107,877,0.1,44.34485982241246,0.5215999706981099,12,Unlimited 5G,Vi NonStop Hero 399,SonyLIV,0,70,0,0.4609866781464651,0,1,Business User,0,2025-09-09,399,2
10873,Krishna Minhas,67,Bangalore,Prepaid,21,144,0.5385353201738879,52.0599272447495,0.339446008337566,6,Unlimited 5G,Vi NonStop Hero 999,Netflix,0,47,2,0.11724284116114214,0,0,Low Value Customer,0,2025-09-13,999,0
10874,Meera Agrawal,41,Mumbai,Postpaid,3,1128,0.7904344333452652,56.24545952840232,0.22135308999594902,0,Data Pack,Vi NonStop Hero 698,JioHotstar,1,260,2,0.46812134255667665,0,1,Business User,0,2025-08-20,249,2
10875,Sara Halder,45,Hyderabad,Prepaid,84,1485,0.5096496470029628,17.677043126268693,0.07310494135543387,20,Data Pack,Vi NonStop Hero 299,Netflix,1,117,2,0.07210137415489552,0,0,Data-Heavy User,0,2025-09-10,199,1
10876,Peter Gandhi,26,Hyderabad,Postpaid,98,1212,1.2079076369185104,49.69828131240132,0.3184968223877764,1,Unlimited 5G,Vi Hero 399,Netflix,0,71,2,0.629756126961461,0,0,International Roamer,0,2025-09-02,299,2
10877,Gopal Master,29,Mumbai,Prepaid,4,1212,1.2944924342100785,32.184785723003046,0.16393145880742602,15,SuperHero,Vi NonStop Hero 698,Netflix,1,285,2,0.10209641493713413,0,0,OTT Subscriber,0,2025-08-21,199,1
10878,Harita Manne,39,Hyderabad,Prepaid,117,208,1.9516258663342692,17.74553729657498,0.05040951691782444,13,Unlimited 5G,Vi Hero 698,None,1,17,4,0.09663522484997276,0,0,Data-Heavy User,0,2025-09-15,499,0
10879,Michael Ray,75,Mumbai,Prepaid,61,606,1.7533682556923518,15.89275368202452,0.19154933290411486,14,Data Pack,Vi Hero 698,Amazon Prime,0,214,4,0.14209672186754085,1,0,Data-Heavy User,0,2025-09-06,749,0
10880,Triveni Bava,48,Bangalore,Postpaid,79,268,0.18045319577139207,57.233482732917295,0.15315790503466845,3,Data Pack,Vi NonStop Hero 999,Amazon Prime,0,165,1,0.24182564177551857,0,0,Low Value Customer,0,2025-08-21,299,0
10881,Dalaja Dhar,32,Hyderabad,Postpaid,37,1500,2.4715890361778894,35.76779372687406,0.2515515441839716,19,Unlimited 5G,Vi SuperHero 399,Netflix,0,48,1,0.04530822574184063,1,1,Family Plan User,0,2025-09-05,749,1
10882,Aradhana Raman,60,Chennai,Postpaid,85,1171,4.014535571512362,0.0,0.0477361624034577,4,OTT Combo,Vi Hero 299,SonyLIV,1,67,0,0.08949627605464089,1,0,High Value Customer,0,2025-09-15,299,1
10883,Amara Oak,58,Kolkata,Prepaid,74,201,1.1357721161686851,35.84662752523118,0.45287172303720646,15,Data Pack,Vi NonStop Hero 399,None,0,82,3,0.06464708727910308,0,0,Low Value Customer,0,2025-09-01,449,0
10884,Manan Mistry,52,Hyderabad,Postpaid,44,1050,0.1,50.425917156479784,0.12858433979089332,5,NonStop Hero,Vi NonStop Hero 698,None,0,143,3,0.0014119086325734395,0,2,Family Plan User,0,2025-08-19,499,0
10885,Fitan Sankar,66,Pune,Postpaid,55,1213,1.8447270168329122,53.59288764390111,0.24951231559639864,20,Unlimited 5G,Vi Hero 399,JioHotstar,1,32,1,0.20432674396986697,1,0,Family Plan User,0,2025-09-12,999,1
10886,Mitali Dixit,63,Chennai,Postpaid,71,178,0.4290387849894394,50.36166831871266,0.12752922424006893,2,OTT Combo,Vi SuperHero 698,None,0,177,1,0.11218866926399004,0,2,Low Value Customer,0,2025-09-08,199,0
10887,Shaurya Srinivasan,30,Pune,Prepaid,103,874,0.1,75.57254729284315,0.06942482479717378,17,NonStop Hero,Vi Hero 399,None,0,288,1,0.1,0,0,Business User,0,2025-08-25,299,0
10888,Yatin Bala,58,Bangalore,Postpaid,110,238,0.9135470666458189,0.0,0.2541807382742968,6,NonStop Hero,Vi SuperHero 698,Netflix,0,77,3,0.03176011262429932,1,1,Low Value Customer,0,2025-08-18,749,0
10889,Indira Chopra,47,Mumbai,Prepaid,33,809,2.2244558886530355,65.03750866380395,0.13262581613370666,17,NonStop Hero,Vi SuperHero 999,None,0,153,0,0.0189667847716979,0,1,Family Plan User,0,2025-09-11,299,1
10890,Kashvi Sami,48,Pune,Prepaid,83,478,0.8073255291473149,68.34190648846493,0.5164540811873853,13,Data Pack,Vi Hero 399,Amazon Prime,0,200,2,0.1030732625964089,0,1,Business User,0,2025-09-11,698,0
10891,Aayush Rama,25,Chennai,Prepaid,87,1349,2.185369490445688,11.912834439505001,0.5759678575787021,8,NonStop Hero,Vi SuperHero 299,None,0,105,2,0.02201819778870299,0,2,Data-Heavy User,0,2025-08-27,749,1
10892,Waida Nath,32,Bangalore,Postpaid,20,1047,2.9508122386811966,23.42732005312585,0.01329663811157816,2,NonStop Hero,Vi NonStop Hero 299,SonyLIV,1,63,2,0.026417143158378,0,1,Family Plan User,0,2025-09-02,299,1
10893,Manan Dar,74,Bangalore,Prepaid,12,1147,2.7578447612103307,9.045587941711716,0.1421200474883505,19,OTT Combo,Vi NonStop Hero 399,SonyLIV,1,115,3,0.12764748231804654,0,2,Caller-Tune Enthusiast,0,2025-09-12,449,1
10894,Theodore Ahluwalia,71,Chennai,Postpaid,46,1173,2.514136720176117,58.72570157495734,0.19059864215831224,2,Unlimited 5G,Vi SuperHero 698,Amazon Prime,1,260,4,0.04846755932767621,0,2,High Value Customer,0,2025-09-02,449,1
10895,Nakul Mander,24,Pune,Postpaid,6,1149,1.754255014594661,55.25948283208159,0.21836554384582785,19,Unlimited 5G,Vi Hero 299,None,1,265,0,0.09975684572394941,0,0,Data-Heavy User,1,2025-09-04,698,1
10896,Vrishti Parmer,70,Hyderabad,Postpaid,110,956,0.9306636102066252,37.99529086990445,0.26533838227926015,14,OTT Combo,Vi Hero 299,SonyLIV,0,177,3,0.02455241314747979,0,0,Data-Heavy User,0,2025-09-09,299,1
10897,Gavin Oak,19,Pune,Prepaid,94,205,0.522688033517121,31.51963431253257,0.7317967184725368,14,NonStop Hero,Vi NonStop Hero 499,Netflix,0,149,1,0.02835914801998715,0,0,Low Value Customer,0,2025-09-05,749,0
10898,Samuel Bhasin,62,Bangalore,Postpaid,95,928,4.3920234887275305,37.63121649043928,0.394207661396566,12,NonStop Hero,Vi SuperHero 698,JioHotstar,1,82,2,0.009927857382302879,0,2,High Value Customer,0,2025-08-23,399,1
10899,Vritti Sanghvi,38,Hyderabad,Postpaid,41,776,1.7501903646906969,0.0,0.33412728376002626,19,Data Pack,Vi Hero 399,SonyLIV,0,46,1,0.011225294547281026,0,2,Data-Heavy User,0,2025-08-31,499,1
10900,Dakshesh Pillay,39,Delhi,Postpaid,3,1046,2.1576853896591133,33.23419177527031,0.1775367871515623,3,SuperHero,Vi Hero 499,None,1,81,4,0.003861106546311868,0,2,Occasional User,0,2025-08-29,299,1
10901,Hardik Sampath,43,Mumbai,Postpaid,110,123,0.4457042401957034,34.34868021032028,0.14636909247810584,8,SuperHero,Vi Hero 499,None,0,101,2,0.08103247934399904,0,1,Low Value Customer,0,2025-09-12,449,0
10902,Sachi Chahal,57,Chennai,Prepaid,32,960,2.3456054517299565,25.1199303292708,0.08042915250179557,17,SuperHero,Vi Hero 499,JioHotstar,0,165,3,0.14488951158682958,0,2,High Value Customer,0,2025-09-08,399,1
10903,Indali Johal,74,Mumbai,Postpaid,32,137,0.8368494336497383,3.286981147939027,0.3593033157701011,0,OTT Combo,Vi NonStop Hero 698,SonyLIV,1,110,4,0.09237203335113393,0,2,Low Value Customer,0,2025-09-09,698,0
10904,Jeremiah Bhatti,29,Chennai,Postpaid,91,1212,3.435642884956645,11.485905541573565,0.019684666832051754,11,NonStop Hero,Vi NonStop Hero 499,Netflix,1,294,1,0.019144619148271397,0,1,Data-Heavy User,0,2025-09-13,299,1
10905,Barkha Koshy,38,Hyderabad,Postpaid,69,1539,4.039222815451383,5.549424411935796,0.05654494514753423,10,Unlimited 5G,Vi Hero 399,Netflix,0,49,4,0.003454955187992402,1,0,High Value Customer,0,2025-09-01,449,1
10906,Vihaan Loke,54,Chennai,Postpaid,9,258,3.5474631696304737,0.0,0.12858227927008523,5,Unlimited 5G,Vi Hero 698,None,1,224,0,0.19294810772077925,1,1,Family Plan User,0,2025-08-19,299,1
10907,Nidra Bakshi,22,Kolkata,Prepaid,92,283,1.2684552124802795,2.191813258235481,0.1284329099517978,19,Data Pack,Vi NonStop Hero 399,SonyLIV,1,291,1,0.4407768427842854,0,1,Family Plan User,0,2025-08-29,449,2
10908,Jackson Mannan,39,Pune,Postpaid,111,626,0.6358288798076311,47.675437573940144,0.15331801911858728,0,OTT Combo,Vi SuperHero 499,None,1,73,0,1.0,1,0,International Roamer,0,2025-08-27,249,2
10909,Zayan Thakkar,51,Delhi,Prepaid,107,997,1.796287276099934,1.87005430655692,0.09372488430549378,5,Unlimited 5G,Vi Hero 698,JioHotstar,0,99,2,0.11372071896653052,0,1,Family Plan User,0,2025-08-28,698,1
10910,Fiyaz Mani,69,Pune,Postpaid,24,135,0.6154899248142903,22.50956377723102,0.42712514601196117,3,NonStop Hero,Vi NonStop Hero 399,SonyLIV,1,242,2,0.02204151525881877,0,0,Low Value Customer,0,2025-09-07,698,0
10911,Xalak Dutta,30,Kolkata,Postpaid,97,614,2.458280007732708,58.023412810156145,0.3832442743026803,3,OTT Combo,Vi NonStop Hero 299,None,1,41,0,0.11224455881172815,1,0,Weekend Data User,0,2025-08-25,499,1
10912,Samesh Chadha,24,Kolkata,Postpaid,40,1233,3.030149285593372,91.8489695104179,0.4248963788133191,0,OTT Combo,Vi Hero 499,JioHotstar,0,2,1,0.0864525247218022,0,2,Weekend Data User,0,2025-08-31,299,1
10913,Hredhaan Balasubramanian,52,Pune,Prepaid,77,597,2.432498710158307,80.93026599295894,0.2382514774656682,11,OTT Combo,Vi SuperHero 698,Amazon Prime,1,49,4,0.2377210505791184,0,1,Data-Heavy User,0,2025-09-15,199,2
10914,Vidhi Toor,52,Kolkata,Prepaid,76,720,4.272447268957302,33.91647080787751,0.06803400454621342,16,SuperHero,Vi SuperHero 698,Amazon Prime,1,149,4,0.0002640991414898606,0,2,High Value Customer,0,2025-08-17,499,1
10915,Zarna Mohanty,47,Mumbai,Prepaid,44,1498,2.277903187591043,33.497335586757956,0.20914581864559376,7,NonStop Hero,Vi SuperHero 399,SonyLIV,1,229,1,0.03723447358957594,1,0,Data-Heavy User,0,2025-09-04,199,1
10916,Maanas Patel,48,Mumbai,Postpaid,117,1500,1.3657834750964244,18.682746287261665,0.1245246244874247,16,OTT Combo,Vi Hero 999,None,0,266,3,0.12067428637360039,1,2,Data-Heavy User,0,2025-09-09,449,1
10917,Lakshit Sem,38,Hyderabad,Postpaid,52,427,1.6757707339839818,54.0451618127655,0.3592428177663907,13,Data Pack,Vi SuperHero 698,JioHotstar,1,248,3,0.0046872746364507245,0,2,OTT Subscriber,0,2025-08-31,698,0
10918,Ijaya Peri,37,Pune,Prepaid,25,1580,2.044676416591564,52.66968182330997,0.35078358688112066,2,NonStop Hero,Vi Hero 999,None,1,28,1,0.11984767345774501,0,2,High Value Customer,0,2025-09-14,999,1
10919,Orinder Wable,19,Kolkata,Prepaid,106,770,0.21626514826901944,62.73578400153991,0.3987980873216831,13,OTT Combo,Vi Hero 399,None,1,96,2,0.28013713244159355,0,0,Business User,0,2025-08-17,399,0
10920,Gauri Minhas,24,Hyderabad,Prepaid,64,649,5.019179627847445,0.0,0.17899935702676292,6,OTT Combo,Vi Hero 999,JioHotstar,0,163,0,0.14494172670135627,1,0,High Value Customer,0,2025-08-18,249,1
10921,Ishanvi Raj,36,Delhi,Postpaid,106,159,0.549101505800434,34.112564751087646,0.16406853024601825,7,NonStop Hero,Vi NonStop Hero 299,Amazon Prime,0,169,1,0.004975854186875832,0,2,Family Plan User,0,2025-08-25,449,0
10922,Ladli Wali,74,Hyderabad,Postpaid,53,1015,2.7187534607933648,34.68648455222277,0.2091380060751049,0,Data Pack,Vi NonStop Hero 698,Netflix,1,104,1,0.015202363396485289,1,1,Data-Heavy User,0,2025-09-07,199,1
10923,Varenya Bir,58,Hyderabad,Prepaid,10,763,2.0,49.39943916015402,0.2407922647966883,20,Unlimited 5G,Vi SuperHero 399,SonyLIV,0,229,0,0.04106321113546605,0,1,High Value Customer,0,2025-09-10,449,1
10924,Nimrat Tata,61,Kolkata,Postpaid,110,965,1.7703080183803195,45.7340158357223,0.25027392374887814,18,NonStop Hero,Vi SuperHero 299,SonyLIV,1,274,1,0.3,1,2,International Roamer,0,2025-08-19,749,2
10925,Aradhana Ramachandran,30,Mumbai,Prepaid,30,1480,3.600254407800746,59.79828090537683,0.1412049534609744,1,Data Pack,Vi SuperHero 299,JioHotstar,0,240,1,0.11505225646079499,0,1,High Value Customer,0,2025-09-01,299,1
10926,Ranveer Krishna,46,Pune,Prepaid,99,1372,0.1,8.327885377913333,0.24225724068190116,6,NonStop Hero,Vi SuperHero 999,JioHotstar,0,257,1,0.0750653974179981,0,1,Weekend Data User,0,2025-08-17,299,1
10927,Baghyawati Chatterjee,40,Chennai,Postpaid,20,1096,1.5465708005457621,41.163699571053385,0.5510109900011245,9,OTT Combo,Vi SuperHero 399,Amazon Prime,0,28,1,0.3616254928672267,0,2,Business User,0,2025-09-01,199,2
10928,Bahadurjit Solanki,73,Bangalore,Postpaid,72,254,0.5714764500117042,17.166770333062388,0.500447932432995,5,SuperHero,Vi Hero 499,JioHotstar,0,125,0,0.07895135189615253,0,1,Low Value Customer,0,2025-08-30,999,0
10929,Ayushman Vaidya,19,Mumbai,Prepaid,116,497,0.6519970751122315,47.989987440622286,0.2791717402047979,3,SuperHero,Vi SuperHero 698,JioHotstar,1,189,4,0.005456951541040282,0,1,Data-Heavy User,0,2025-08-22,249,0
10930,Benjamin Ravi,72,Bangalore,Prepaid,3,609,2.3029022523210285,10.533153717573839,0.5532137145566112,20,Data Pack,Vi Hero 698,Netflix,0,288,4,0.06443005623785768,0,2,Caller-Tune Enthusiast,0,2025-09-08,749,1
10931,Leena Bhasin,57,Delhi,Postpaid,69,662,1.8551198884153144,33.38572086799893,0.3791651263732232,11,SuperHero,Vi SuperHero 499,Amazon Prime,1,344,3,0.09154567940700596,1,0,OTT Subscriber,0,2025-09-04,199,0
10932,Amara Dutt,45,Chennai,Prepaid,52,217,0.1,27.37750905524694,0.3738449717464585,4,NonStop Hero,Vi SuperHero 698,SonyLIV,0,21,3,0.02335079315795881,0,1,Low Value Customer,0,2025-09-01,698,0
10933,Vidhi Rajagopalan,47,Chennai,Prepaid,93,1862,4.2403338297250635,54.52874288925882,0.16932271668484788,16,SuperHero,Vi SuperHero 399,Amazon Prime,1,166,4,0.22258604952342506,0,2,High Value Customer,0,2025-08-25,499,1
10934,Hema Kothari,75,Hyderabad,Postpaid,28,1098,1.1912269605783883,6.2843872453392535,0.21503822302815376,12,SuperHero,Vi NonStop Hero 299,None,1,191,3,0.060147867015631726,0,2,Caller-Tune Enthusiast,0,2025-09-02,199,1
10935,Jai Bala,30,Hyderabad,Postpaid,120,820,4.026729200329495,35.354223528293744,0.1218940745181311,16,Data Pack,Vi SuperHero 698,JioHotstar,1,282,1,0.07440542887016863,0,2,High Value Customer,0,2025-09-10,449,1
10936,Samuel Khatri,65,Bangalore,Prepaid,20,1303,0.6146937038005414,0.0,0.22928514012157966,13,NonStop Hero,Vi NonStop Hero 399,Amazon Prime,0,205,3,0.004488717168058853,0,2,Data-Heavy User,0,2025-08-30,199,1
10937,Wyatt Chauhan,61,Mumbai,Prepaid,43,348,1.1705064002964451,2.036912894709193,0.33852722117918416,2,NonStop Hero,Vi NonStop Hero 399,Amazon Prime,1,109,1,0.008710489884286805,0,0,OTT Subscriber,0,2025-09-04,499,0
10938,Yachana Grover,55,Delhi,Postpaid,39,280,0.1,11.236320274923791,0.33387520769372303,3,OTT Combo,Vi SuperHero 399,Amazon Prime,1,173,3,0.16841238583041326,0,2,Low Value Customer,0,2025-09-02,299,0
10939,Logan Trivedi,53,Hyderabad,Prepaid,15,1281,2.0177519492726583,15.705577284765313,0.05255429902505701,4,Data Pack,Vi SuperHero 299,Amazon Prime,1,143,3,0.017246599151956532,0,1,Data-Heavy User,0,2025-09-10,199,1
10940,Megha Bansal,55,Delhi,Postpaid,115,246,0.45813738712162894,16.339809513408177,0.15350102995655035,0,Data Pack,Vi Hero 999,Netflix,1,299,2,0.1552431429212545,1,1,Low Value Customer,0,2025-09-13,299,0
10941,Zayan Gera,26,Delhi,Prepaid,120,1428,1.1723745391008866,64.59125229711924,0.15354527922854483,6,NonStop Hero,Vi NonStop Hero 299,Netflix,1,201,4,0.2217950666268847,1,1,Business User,0,2025-09-15,698,1
10942,Tanveer Magar,28,Kolkata,Prepaid,63,1551,4.10462061680402,13.524404333508237,0.5318962586411357,10,SuperHero,Vi SuperHero 399,Netflix,1,98,2,0.14066913948513038,0,1,High Value Customer,0,2025-09-05,199,1
10943,Ridhi Ratta,35,Kolkata,Prepaid,17,1494,0.7350521708188641,50.21027942331743,0.263950510730882,19,Unlimited 5G,Vi Hero 999,JioHotstar,1,41,2,0.033822278065781634,0,1,Family Plan User,0,2025-09-03,698,1
10944,Sanya Nadkarni,20,Kolkata,Postpaid,53,703,3.421289167397271,52.296014489870316,0.458297034584871,10,SuperHero,Vi NonStop Hero 499,None,1,171,1,0.036551139158813285,0,1,Student User,0,2025-09-13,749,1
10945,Janani Sha,60,Mumbai,Prepaid,104,129,0.5915452507624918,50.88956940849319,0.12711096983780476,3,SuperHero,Vi SuperHero 399,Netflix,1,260,0,0.30749277029344696,0,0,Low Value Customer,0,2025-08-22,249,0
10946,Baljiwan Radhakrishnan,73,Pune,Postpaid,112,304,2.877709039676919,38.543848017838485,0.144098526741098,19,Unlimited 5G,Vi SuperHero 999,SonyLIV,1,476,2,0.011543843490126196,1,0,OTT Subscriber,0,2025-08-27,249,0
10947,Patrick Kapadia,21,Hyderabad,Prepaid,1,687,3.1731801984343018,24.646403197763394,0.5451878510379475,13,SuperHero,Vi SuperHero 299,JioHotstar,0,95,3,0.1671142755376754,0,2,High Value Customer,1,2025-09-09,749,1
10948,Nimrat Mannan,70,Chennai,Postpaid,94,554,1.8542697100142913,13.013875377056266,0.2837464071231553,18,Unlimited 5G,Vi NonStop Hero 399,None,1,95,0,0.06007008331434285,0,0,Occasional User,0,2025-09-07,299,0
10949,Yashica Ramanathan,74,Hyderabad,Prepaid,25,1260,3.116329493266795,12.734786462916919,0.4459746341085481,5,NonStop Hero,Vi SuperHero 399,SonyLIV,0,63,4,0.6844649594899749,0,1,International Roamer,0,2025-08-30,449,2
10950,Neel Bansal,31,Hyderabad,Prepaid,68,1023,0.14563858274495156,28.22736593681578,0.22775145234702804,0,NonStop Hero,Vi NonStop Hero 399,JioHotstar,1,176,0,0.2216694574557551,0,1,Caller-Tune Enthusiast,0,2025-08-18,199,0
10951,Tanish Sur,57,Mumbai,Prepaid,41,1030,1.754349632401876,12.544491969460516,0.6030264703096446,18,NonStop Hero,Vi Hero 999,JioHotstar,0,228,4,0.014524662651069458,0,1,Data-Heavy User,0,2025-09-01,499,1
10952,Aradhana Raju,65,Kolkata,Postpaid,41,1133,0.8071173693246737,30.0,0.3363366199242672,17,SuperHero,Vi SuperHero 999,Amazon Prime,1,255,0,0.1,0,1,Business User,0,2025-09-01,749,1
10953,Oni Sastry,38,Chennai,Prepaid,19,975,3.2123608852924916,16.460853084727873,0.7137196708457719,12,Data Pack,Vi SuperHero 399,Netflix,1,237,3,0.09216029276119136,1,2,Night User,0,2025-09-11,698,1
10954,Pahal Tandon,41,Delhi,Prepaid,28,178,2.3366856556683757,21.311876437028552,0.0669227565222941,3,Unlimited 5G,Vi NonStop Hero 698,Amazon Prime,1,88,2,0.027219455355497087,0,0,Caller-Tune Enthusiast,0,2025-08-31,698,0
10955,Jatin Sodhi,28,Chennai,Postpaid,56,771,0.1,56.658797279880936,0.24402082813097187,13,SuperHero,Vi NonStop Hero 299,Netflix,1,196,0,0.07794598334575595,0,1,OTT Subscriber,0,2025-08-24,749,0
10956,Nihal Balakrishnan,56,Chennai,Prepaid,54,232,0.4750484684196142,40.513417647601734,0.25098821527313986,15,Unlimited 5G,Vi NonStop Hero 399,Netflix,0,120,2,0.09395263982398752,0,1,Low Value Customer,0,2025-08-27,249,0
10957,Nachiket Sane,56,Hyderabad,Postpaid,104,415,3.15280203543401,0.0,0.08050651400161517,4,NonStop Hero,Vi Hero 698,JioHotstar,1,174,0,0.09786408450996233,0,1,Family Plan User,0,2025-09-08,399,1
10958,Netra Das,38,Pune,Postpaid,72,628,2.6500703419405367,70.14028458104693,0.4081214415609747,10,OTT Combo,Vi NonStop Hero 399,Amazon Prime,1,243,2,0.5237847091106547,1,2,International Roamer,0,2025-08-17,399,2
10959,Osha Dugar,63,Bangalore,Postpaid,114,1500,2.2800477807769104,49.90850049372081,0.2793433625562851,0,NonStop Hero,Vi Hero 299,SonyLIV,0,127,1,0.061705399092041924,0,0,High Value Customer,0,2025-08-30,749,1
10960,Zinal Bhattacharyya,47,Chennai,Prepaid,102,1420,5.056711571013135,5.664616037388672,0.2501569501526894,8,SuperHero,Vi NonStop Hero 299,SonyLIV,1,34,1,0.1504224632290933,0,0,High Value Customer,0,2025-09-05,499,1
10961,Reva Kalla,70,Pune,Postpaid,41,799,3.5133383691365183,27.449842996818457,0.2673894840224648,15,NonStop Hero,Vi Hero 999,Amazon Prime,1,287,1,0.032016719360060376,1,2,High Value Customer,0,2025-08-27,249,1
10962,Harinakshi Majumdar,36,Pune,Postpaid,32,274,1.1133810602855927,19.56134834363531,0.9337169230390828,12,Data Pack,Vi Hero 299,Netflix,0,268,2,0.056512547876625165,0,1,Night User,0,2025-09-15,199,0
10963,Eshana Shanker,59,Chennai,Prepaid,58,1468,1.385822252307216,20.288002330712978,0.20545796852265716,20,Data Pack,Vi Hero 399,None,1,287,3,0.14419968507575534,1,0,OTT Subscriber,0,2025-08-17,449,1
10964,Chaitanya Goswami,47,Delhi,Prepaid,42,172,0.6854205481790125,34.00575911533515,0.11849616551744202,0,Unlimited 5G,Vi SuperHero 499,None,0,232,3,0.14504010282080285,0,1,Low Value Customer,0,2025-08-20,698,0
10965,Yagnesh Pal,53,Chennai,Prepaid,42,202,1.9158324219756004,4.789174486721354,0.08525024201077387,19,Unlimited 5G,Vi Hero 499,Netflix,1,165,4,0.08358536647806969,1,0,Student User,0,2025-08-18,999,0
10966,Kamala Upadhyay,21,Mumbai,Prepaid,20,420,0.3732081645249985,53.15436316712843,0.7280149695919654,3,OTT Combo,Vi SuperHero 399,JioHotstar,1,32,2,0.055745821949446044,1,1,Night User,1,2025-09-13,698,0
10967,Kiaan Bhagat,39,Mumbai,Postpaid,83,239,0.22995193163790112,52.16448731894124,0.04959484484746865,12,SuperHero,Vi Hero 299,Amazon Prime,1,205,3,0.06957449810288802,0,1,Low Value Customer,0,2025-09-08,399,0
